popularity,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,vote_count,vote_average,release_year,revenue_adj
2.595951,44349000,Boyhood,Ellar Coltrane|Patricia Arquette|Ethan Hawke|Elijah Smith|Lorelei Linklater,,Richard Linklater,12 years in the making.,daily life|family's daily life|urban life|growing up|domestic abuse,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows.",164,Drama,Detour Filmproduction|IFC Productions,1343,7.6,2014,40849467.0106634
2.576396,12007070,A Most Violent Year,Oscar Isaac|Jessica Chastain|Albert Brooks|Elyes Gabel|David Oyelowo,http://amostviolentyear.com/,J.C. Chandor,The result is never in question. Just the path you take to get there.,new york city|crime,"A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on a the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built.",125,Action|Thriller|Crime|Drama,Participant Media|Imagenation Abu Dhabi FZ|FilmNation Entertainment|Before the Door Pictures|Washington Square Films,384,6.4,2014,11059604.7229864
2.549403,243400000,Hercules,Dwayne Johnson|Ian McShane|John Hurt|Rufus Sewell|Aksel Hennie,,Brett Ratner,"Before he was a legend, he was a man.",mercenary|battle|ancient greece|hercules|warrior,"Fourteen hundred years ago, a tormented soul walked the earth that was neither man nor god. Hercules was the powerful son of the god king Zeus, for this he received nothing but suffering his entire life. After twelve arduous labors and the loss of his family, this dark, world-weary soul turned his back on the gods finding his only solace in bloody battle. Over the years he warmed to the company of six similar souls, their only bond being their love of fighting and presence of death. These men and woman never question where they go to fight or why or whom, just how much they will be paid. Now the King of Thrace has hired these mercenaries to train his men to become the greatest army of all time. It is time for this bunch of lost souls to finally have their eyes opened to how far they have fallen when they must train an army to become as ruthless and blood thirsty as their reputation has become.",99,Action|Adventure,Paramount Pictures|Metro-Goldwyn-Mayer (MGM)|Radical Studios|Flynn Picture Company,1215,5.6,2014,224193561.757773
2.526779,362637473,Noah,Russell Crowe|Jennifer Connelly|Emma Watson|Logan Lerman|Anthony Hopkins,http://www.noahmovie.com,Darren Aronofsky,The end of the world is just the beginning.,bible|god|noah,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,139,Drama|Adventure,Paramount Pictures|Regency Enterprises|Protozoa Pictures|Disruption Entertainment,1589,5.5,2014,334022131.054676
2.523101,83719388,The Judge,Robert Downey Jr.|Robert Duvall|Vera Farmiga|Vincent D'Onofrio|Jeremy Strong,http://thejudgemovie.com/,David Dobkin,Defend your Honor.,father-son relationship|judge|lawyer,"A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder.",141,Drama,Village Roadshow Pictures|Warner Bros.|Big Kid Pictures|Team Downey,974,7.2,2014,77113179.0628635
2.4451650000000003,123494610,Blended,Drew Barrymore|Adam Sandler|Wendi McLendon-Covey|Bella Thorne|Terry Crews,,Frank Coraci,"Single Dad, No Clue. Single Mum, Flying Solo.",africa|blind date|relationship|family vacation|family,"After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attractions grows as their respective kids benefit from the burgeoning relationship.",117,Comedy,Happy Madison Productions|Karz Entertainment|Warner Bros.|Gulfstream Pictures,720,6.7,2014,113749780.089511
2.376309,268157400,Neighbors,Seth Rogen|Zac Efron|Rose Byrne|Dave Franco|Ike Barinholtz,,Nicholas Stoller,Family vs. Frat,alcohol|baby|party|family|fraternity,A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.,96,Comedy,Universal Pictures|Point Grey Pictures|Good Universe,1829,6.2,2014,246997381.33814198
2.361267,78874843,If I Stay,ChloÃ« Grace Moretz|Jamie Blackley|Liana Liberato|Mireille Enos|Stacy Keach,,R.J. Cutler,Live for Love.,coma|musician|teenage girl|car accident|teenager,"Based on Gayle Forman's novel of the same name. ""If I Stay"" is the story of the gifted classical musician Mia and her boyfriend, Adam, an up and coming indie-rock star. Torn between two paths in life, her art or her relationship, Mia is forced to make an even starker choice between life and death when she is caught in a fatal car accident with her family one snowy morning in Oregon.",106,Drama,New Line Cinema|Metro-Goldwyn-Mayer (MGM),856,7.2,2014,72650912.0183039
2.303556,86165646,Step Up All In,Ryan Guzman|Briana Evigan|Stephen Boss|Misha Gabriel|Izabella Miko,http://stepupmovie.com/,Trish Sie,Every Step Has Led To This,street artist|dance contest|woman director,"All-stars from the previous Step Up installments come together in glittering Las Vegas, battling for a victory that could define their dreams and their careers.",112,Romance|Drama|Music,Summit Entertainment|Offspring Entertainment,421,6.7,2014,79366405.41454159
2.2950909999999998,4439431,"Love, Rosie",Lily Collins|Sam Claflin|Suki Waterhouse|Christian Cooke|Tamsin Egerton,,Christian Ditter,Right Love. Wrong Time.,based on novel|male female relationship|teenage pregnancy|best friends in love|missed opportunity,Rosie and Alex are best friends. They are suddenly separated when Alex and his family move from Dublin to America. Can their friendship survive years and miles? Will they gamble everything for true love?,102,Comedy|Romance,Constantin Film|Octagon Films,904,7.6,2014,4089120.16461739
2.293859,305151265,The Fault in Our Stars,Shailene Woodley|Ansel Elgort|Nat Wolff|Laura Dern|Sam Trammell,,Josh Boone,One Sick Love Story,amsterdam|based on novel|support group|cancer|teenager,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.",125,Romance|Drama,Fox 2000 Pictures|Temple Hill Entertainment|TSG Entertainment,2389,7.8,2014,281072099.32309
2.2601310000000003,336472,I Origins,Michael Pitt|Brit Marling|Astrid BergÃ¨s-Frisbey|Steven Yeun|Dorien Makhloghi,,Mike Cahill,,independent film|eyes|molecular biologist,"I Origins follows a molecular biologist studying the evolution of the human eye.  He finds his work permeating his life after a brief encounter with an exotic young woman who slips away from him.  As his research continues years later with his lab partner, they make a stunning scientific discovery that has far reaching implications and complicates both his scientific and and spiritual beliefs.  Traveling half way around the world, he risks everything he has ever known to validate his theory.",106,Science Fiction|Drama,Verisimilitude|Bersin Pictures|WeWork Studios,652,7.5,2014,309921.34803517396
2.1654619999999998,153997819,Ride Along,Ice Cube|Kevin Hart|John Leguizamo|Bruce McGill|Tika Sumpter,,Tim Story,Propose to this cop's sister? Rookie mistake.,police operation|police officer|brother-in-law brother-in-law relationship|duringcreditsstinger|black men,"For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.",99,Action|Comedy,Universal Pictures|Rainforest Films|Cube Vision|Relativity Media,634,6.1,2014,141846012.919223
2.161064,1075178,The Captive,Ryan Reynolds|Scott Speedman|Rosario Dawson|Mireille Enos|Kevin Durand,,Atom Egoyan,When hope is all you have.,family relationships|missing child|abduction,"Eight years after the disappearance of Cassandra, some disturbing incidents seem to indicate that she's still alive. Police, parents and Cassandra herself, will try to unravel the mystery of her disappearance.",112,Thriller,Ego Film Arts|The Film Farm,218,5.8,2014,990336.8337863559
2.160156,11110975,Inherent Vice,Joaquin Phoenix|Josh Brolin|Owen Wilson|Katherine Waterston|Reese Witherspoon,http://inherentvicemovie.com/,Paul Thomas Anderson,"Under the paving stones, the beach!",based on novel|1970s|private investigator|smoking marijuana|los angeles,"In Los Angeles at the turn of the 1970s, drug-fueled detective Larry ""Doc"" Sportello investigates the disappearance of an ex-girlfriend.",148,Comedy|Romance|Crime|Drama|Mystery,Ghoulardi Film Company|Warner Bros.,552,6.3,2014,10234219.6378454
2.141491,50549107,Jack Ryan: Shadow Recruit,Chris Pine|Keira Knightley|Kevin Costner|Nonso Anozie|Gemma Chan,,Kenneth Branagh,Trust no one.,london|corruption|cia|terrorist|sniper,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",105,Action|Drama|Thriller,Paramount Pictures|Di Bonaventura Pictures|Mace Neufeld Productions|Skydance Productions|Etalon film,873,5.9,2014,46560330.0821889
2.1367580000000004,222809600,Non-Stop,Liam Neeson|Julianne Moore|Scoot McNairy|Michelle Dockery|Nate Parker,,Jaume Collet-Serra,The hijacking was just the beginning.,airplane|conspiracy|cell phone|hijack|airplane crash,"Bill Marks is a burned-out veteran of the Air Marshals service. He views the assignment not as a life-saving duty, but as a desk job in the sky. However, today's flight will be no routine trip. Shortly into the transatlantic journey from New York to London, he receives a series of mysterious text messages ordering him to have the government transfer $150 million into a secret account, or a passenger will die every 20 minutes.",106,Action|Thriller|Mystery,StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Anton Capital Entertainment (ACE),1648,6.8,2014,205227928.585968
2.116264,3000000,Predestination,Ethan Hawke|Sarah Snook|Noah Taylor|Christopher Kirby|Madeleine West,,Michael Spierig|Peter Spierig,To save the future he must reshape the past.,,"Predestination chronicles the life of a Temporal Agent sent on an intricate series of time-travel journeys designed to prevent future killers from committing their crimes. Now, on his final assignment, the Agent must stop the one criminal that has eluded him throughout time and prevent a devastating attack in which thousands of lives will be lost.",97,Science Fiction|Thriller,Screen Australia|Screen Queensland|Blacklab Entertainment|Wolfhound Pictures,1136,7.2,2014,2763273.15231437
1.957672,18658381,The Drop,Tom Hardy|Noomi Rapace|James Gandolfini|Matthias Schoenaerts|John Ortiz,,MichaÃ«l R. Roskam,,crime boss|mobster|pitbull|brooklyn new york city,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",106,Drama|Crime,Fox Searchlight Pictures|Chernin Entertainment,583,6.6,2014,17186067.760984197
1.9407349999999999,239379423,RoboCop,Joel Kinnaman|Gary Oldman|Michael Keaton|Abbie Cornish|Jackie Earle Haley,http://www.robocop.com,JosÃ© Padilha,We've got the future under control.,corruption|cyborg|technology|future|law,"In RoboCop, the year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology.  Overseas, their drones have been used by the military for years, but have been forbidden for law enforcement in America.  Now OmniCorp wants to bring their controversial technology to the home front, and they see a golden opportunity to do it.  When Alex Murphy â€“ a loving husband, father and good cop doing his best to stem the tide of crime and corruption in Detroit â€“ is critically injured, OmniCorp sees their chance to build a part-man, part-robot police officer.  OmniCorp envisions a RoboCop in every city and even more billions for their shareholders, but they never counted on one thing: there is still a man inside the machine.",102,Science Fiction|Action,Columbia Pictures|Strike Entertainment|Metro-Goldwyn-Mayer (MGM),1709,5.7,2014,220490244.264135
1.904422,103039258,Transcendence,Johnny Depp|Paul Bettany|Rebecca Hall|Kate Mara|Morgan Freeman,,Wally Pfister,"Yesterday, Dr. Will Caster was only human...",artificial intelligence|technology|nanotechnology|computer virus|super computer,"Two leading computer scientists work toward their goal of Technological Singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain.",119,Thriller|Science Fiction|Drama|Mystery,Alcon Entertainment|Syncopy|DMG Entertainment|Straight Up Films,1555,5.9,2014,94908538.42193149
1.9000380000000001,196781193,The Other Woman,Cameron Diaz|Leslie Mann|Kate Upton|Don Johnson|Nikolaj Coster-Waldau,,Nick Cassavetes,The oddest friends are about to get even,woman,"After discovering her boyfriend is married, Carly soon meets the wife he's been cheating on. And when yet another affair is discovered, all three women team up to plot mutual revenge on the three-timing SOB.",109,Comedy|Romance,Twentieth Century Fox Film Corporation|LBI Productions,1056,6.2,2014,181253395.83243102
1.8947060000000002,272912430,Mr. Peabody & Sherman,Ty Burrell|Max Charles|Ariel Winter|Allison Janney|Ellie Kemper,,Rob Minkoff,He's Leaving His Mark On History,father-son relationship|egypt|intelligence|adoption|time travel,"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-travel machine is stolen and moments in history begin to be changed.",92,Animation|Adventure|Family,20th Century Fox,592,6.8,2014,251377196.917292
1.840817,39407616,Sin City: A Dame to Kill For,Mickey Rourke|Jessica Alba|Josh Brolin|Joseph Gordon-Levitt|Rosario Dawson,http://sincity-2.com/,Frank Miller|Robert Rodriguez,There is no justice without sin.,detective|dystopia|dominatrix|murder|suspense,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,102,Crime|Thriller,Miramax Films|Troublemaker Studios|AR Films|Aldamisa Entertainment|Demarest Films,857,6.2,2014,36298002.429838106
1.8116919999999999,500188435,Rio 2,Jesse Eisenberg|Anne Hathaway|Leslie Mann|Jamie Foxx|Andy GarcÃ­a,http://www.riomovies.com/,Carlos Saldanha,"He's villainous, she's venomous.",bird|sequel|jungle|audition|amazon rainforest,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.",102,Animation|Adventure|Comedy|Family,Blue Sky Studios|Twentieth Century Fox Animation,659,6.5,2014,460719091.177882
1.805954,169837010,Dumb and Dumber To,Jim Carrey|Jeff Daniels|Rachel Melvin|Kathleen Turner|Brady Bluhm,,Bobby Farrelly|Peter Farrelly,The Second Parts Are More Fools,friendship|sequel|road movie|buddy comedy,"20 years after the dimwits set out on their first adventure, they head out in search of one of their long lost children in the hope of gaining a new kidney.",110,Comedy,New Line Cinema|Universal Pictures|Conundrum Entertainment|Red Granite Pictures,790,5.5,2014,156435350.000782
1.7894,15060457,Before I Go to Sleep,Nicole Kidman|Colin Firth|Mark Strong|Anne-Marie Duff|Jing Lusi,,Rowan Joffe,Who do you trust?,amnesia|therapist|aggression|hospital|flashback,"A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.",92,Mystery|Thriller,StudioCanal|Scott Free Productions|Millennium Films|Film i VÃ¤st|Filmgate Films,470,6.1,2014,13872052.163228301
1.7798610000000001,154984035,The Monuments Men,Matt Damon|Cate Blanchett|George Clooney|Bill Murray|John Goodman,http://www.monumentsmen.com/,George Clooney,It was the greatest art heist in history,world war ii|nazis|art theft|post world war ii,"Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on seven over-the-hill, out-of-shape museum directors, artists, architects, curators, and art historians who went to the front lines of WWII to rescue the worldâ€™s artistic masterpieces from Nazi thieves and return them to their rightful owners.  With the art hidden behind enemy lines, how could these guys hope to succeed?",118,War|Drama|History|Action,Columbia Pictures|Studio Babelsberg|Fox 2000 Pictures|Smokehouse Pictures|Obelisk Productions,1083,5.7,2014,142754407.65095
1.769987,163442937,Unbroken,Jack O'Connell|Domhnall Gleeson|Garrett Hedlund|Takamasa Ishihara|Finn Wittrock,http://www.unbrokenfilm.com/,Angelina Jolie,Survival. Resilience. Redemption,prisoner of war|biography|sport|war|athlete,"A chronicle of the life of Louis Zamperini, an Olympic runner who was taken prisoner by Japanese forces during World War II.",137,Drama|War,Legendary Pictures|3 Arts Entertainment|Jolie Pas,981,7.2,2014,150545826.582503
1.754707,66787908,Selma,David Oyelowo|Tom Wilkinson|Carmen Ejogo|AndrÃ© Holland|Omar J. Dorsey,,Ava DuVernay,"Martin Luther King, Lyndon Baines Johnson and the civil rights marches that changed America.",alabama|martin luther king|president|black american|civil rights,"""Selma,"" as in Alabama, the place where segregation in the South was at its worst, leading to a march that ended in violence, forcing a famous statement by President Lyndon B. Johnson that ultimately led to the signing of the Civil Rights Act.",127,History|Drama,Plan B Entertainment|Harpo Films|Celador Films|Cloud Eight Films|PathÃ©,580,7.5,2014,61517744.3585475
1.737699,3494070,Mommy,Anne Dorval|Suzanne ClÃ©ment|Antoine-Olivier Pilon|Patrick Huard|Alexandre Goyette,,Xavier Dolan,,quebec|dysfunctional family|single mother|mother son relationship|behavioral disorders,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",138,Drama,TÃ©lÃ©film Canada|Super Ã‰cran|SODEC|Metafilms,389,8.0,2014,3218356.60776903
1.6497330000000001,20300000,Tinker Bell and the Pirate Fairy,Mae Whitman|Christina Hendricks|Tom Hiddleston|Lucy Liu|Raven-SymonÃ©,http://fairies.disney.com/the-pirate-fairy,Peggy Holmes,,fairy|fairy tale|curiosity|duringcreditsstinger|woman director,"Zarina, a smart and ambitious dust-keeper fairy whoâ€™s captivated by Blue Pixie Dust and its endless possibilities, flees Pixie Hollow and joins forces with the scheming pirates of Skull Rock, who make her captain of their ship. Tinker Bell and her friends must embark on an epic adventure to find Zarina, and together they go sword-to-sword with the band of pirates led by a cabin boy named James, whoâ€™ll soon be known as Captain Hook himself.",78,Animation|Family,DisneyToon Studios,190,6.5,2014,18698148.3306606
1.6493209999999898,52501541,Wild,Reese Witherspoon|Laura Dern|Thomas Sadoski|Keene McRae|Michiel Huisman,http://howwilditwas.com/,Jean-Marc VallÃ©e,,adventure|biography|hiking|based on true story|traveller,A woman with a tragic past decides to start her new life by hiking for one thousand miles on the Pacific Crest Trail.,115,Drama,Fox Searchlight Pictures|Pacific Standard,677,6.9,2014,48358699.566810794
1.638781,117831631,Pompeii,Kit Harington|Carrie-Anne Moss|Emily Browning|Adewale Akinnuoye-Agbaje|Jessica Lucas,,Paul W.S. Anderson,No warning. No escape.,gladiator|arena|gladiator fight|lava|roman,"Set in 79 A.D., POMPEII tells the epic story of Milo, a slave turned invincible gladiator who finds himself in a race against time to save his true love Cassia, the beautiful daughter of a wealthy merchant who has been unwillingly betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts in a torrent of blazing lava, Milo must fight his way out of the arena in order to save his beloved as the once magnificent Pompeii crumbles around him.",105,Action|Adventure|History|Romance|Drama,Impact Pictures|TriStar Pictures|Don Carmody Productions|FilmDistrict|Constantin Film International,837,5.1,2014,108533660.811904
1.63015,35926213,The Best of Me,Michelle Monaghan|James Marsden|Liana Liberato|Luke Bracey|Gerald McRaney,,Michael Hoffman,You never forget your first love.,nicholas sparks,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,117,Drama|Romance,Relativity Media,535,7.2,2014,33091313.2824092
1.5880100000000001,133821816,Annie,QuvenzhanÃ© Wallis|Jamie Foxx|Rose Byrne|Cameron Diaz|Bobby Cannavale,,Will Gluck,It's a Hard Knock Life,musical|orphan|foster child,"Ever since her parents left her as a baby, little Annie has led a hard-knock life with her calculating foster mother, Miss Hannigan. However, all that changes when hard-nosed billionaire and mayoral candidate Will Stacks takes her in on the recommendation of his advisers. Stacks believes that he's Annie's guardian angel, but the plucky youngster's confidence and sunny outlook may mean that Annie will save Will instead.",119,Music|Comedy|Drama|Family,Columbia Pictures|Sony Pictures Entertainment (SPE)|Overbrook Entertainment,331,6.1,2014,123262077.11558402
1.5450549999999899,97437106,The Book of Life,Diego Luna|Channing Tatum|Zoe Saldana|Christina Applegate|Eugenio Derbez,http://www.bookoflifemovie.com/,Jorge R. Gutierrez,,love triangle|afterlife|day of the dead|bullfighting,"The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.",95,Romance|Animation|Adventure|Comedy|Family,Twentieth Century Fox Film Corporation|Reel FX Creative Studios|Twentieth Century Fox Animation|Chatrone,531,7.3,2014,89748446.3496701
1.542392,54837234,St. Vincent,Bill Murray|Melissa McCarthy|Naomi Watts|Chris O'Dowd|Terrence Howard,http://stvincent-movie.com/,Theodore Melfi,Love Thy Neighbor,babysitter|friendship|neighbor|divorce|child of divorce,"A young boy whose parents just divorced finds an unlikely friend and mentor in the misanthropic, bawdy, hedonistic, war veteran who lives next door.",102,Comedy,The Weinstein Company|Crescendo Productions|Chernin Entertainment|Goldenlight Films,531,7.1,2014,50510085.4864604
1.541069,203277636,Need for Speed,Aaron Paul|Dominic Cooper|Imogen Poots|Rami Malek|RamÃ³n RodrÃ­guez,,Scott Waugh,For honor. For love. For redemption.,street race|super cars|super speed|car|based on video game,"The film revolves around a local street-racer who partners with a rich and arrogant business associate, only to find himself framed by his colleague and sent to prison. After he gets out, he joins a New York-to-Los Angeles race to get revenge. But when the ex-partner learns of the scheme, he puts a massive bounty on the racer's head, forcing him to run a cross-country gauntlet of illegal racers in all manner of supercharged vehicles.",130,Action|Crime|Drama|Thriller,DreamWorks SKG|Reliance Entertainment|Bandito Brothers|Touchstone Pictures|Electronic Arts,1117,6.2,2014,187237211.341578
1.5368899999999999,18612,Two Night Stand,Analeigh Tipton|Miles Teller|Jessica Szohr|Leven Rambin|Scott Mescudi,http://haveatwonightstand.com/,Max Nichols,Before love. After sex.,sex|new year's eve|one-night stand|snow storm|new york city,"After an extremely regrettable one night stand, two strangers wake up to find themselves snowed in after sleeping through a blizzard that put all of Manhattan on ice. They're now trapped together in a tiny apartment, forced to get to know each other way more than any one night stand should.",86,Romance|Comedy,Demarest Films|Flynn Picture Company,466,6.3,2014,17143.346636958402
1.4490459999999898,88880821,The Hundred-Foot Journey,Helen Mirren|Manish Dayal|Om Puri|Charlotte Le Bon|Rohan Chand,,Lasse HallstrÃ¶m,Life's greatest journey begins with the first step.,,A story centered around an Indian family who moves to France and opens a restaurant across the street from a Michelin-starred French restaurant.,122,Drama,Amblin Entertainment|Harpo Films|Participant Media|Imagenation Abu Dhabi FZ|Reliance Entertainment,352,7.2,2014,81867328.80832
1.440084,108255770,The Boxtrolls,Ben Kingsley|Isaac Hempstead Wright|Elle Fanning|Dee Bradley Baker|Steve Blum,,Graham Annable|Anthony Stacchi,When troubles strikes friends stack together,based on novel|stop motion animation|father daughter relationship|unlikely friendship|duringcreditsstinger,"An orphaned boy raised by underground creatures called Boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator, Archibald Snatcher.",97,Animation|Comedy|Family|Fantasy,Laika Entertainment,498,6.6,2014,99713420.94137341
1.3987129999999999,28883511,Big Eyes,Amy Adams|Christoph Waltz|Krysten Ritter|Danny Huston|Jason Schwartzman,,Tim Burton,She created it. He sold it. And they bought it.,wife husband relationship|artist|court case,"A drama centered on the awakening of the painter Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.",105,Drama,The Weinstein Company|Silverwood Films|Electric City Entertainment|Tim Burton Productions,710,6.8,2014,26604343.496959
1.394382,266586800,The Prince,Bruce Willis|Jason Patric|John Cusack|Jessica Lowndes|Gia Mantegna,,Brian A Miller,Mercy is for the Weak,mobster|justice|retired|missing|missing daughter,A family man who turns out to be a retired mob enforcer must travel across the country to find his daughter who has gone missing.,93,Thriller|Action,Grindstone Entertainment Group|Emmett/Furla Films|Oasis Films|Aperture Entertainment,165,4.6,2014,245550715.73380098
1.384508,1171559,Black Sea,Jude Law|Karl Davies|Jodie Whittaker|Daniel Ryan|Scoot McNairy,,Kevin Macdonald,Brave the deep. Find the gold. Trust no one.,submarine|captain,"A suspenseful adventure thriller directed by Academy Award winner Kevin Macdonald, centering on a rogue submarine captain who pulls together a misfit crew to go after a sunken treasure rumored to be lost in the depths of the Black Sea. As greed and desperation take control onboard their claustrophobic vessel, the increasing uncertainty of the mission causes the men to turn on each other to fight for their own survival.",115,Adventure,Cowboy Films|Film4|Focus Features,258,6.3,2014,1079112.51035076
1.37667,857522,Song of the Sea,Brendan Gleeson|Fionnula Flanagan|David Rawle|Pat Shortt|Jon Kenny,http://www.cartoonsaloon.ie/2009/06/feature-films-song-of-the-sea/,Tomm Moore,Let the song of the sea sway your heart...,fairy tale|lighthouse|folk music|lighthouse keeper   |irish,"The story of the last Seal Childâ€™s journey home. After their motherâ€™s disappearance, Ben and Saoirse are sent to live with Granny in the city. When they resolve to return to their home by the sea, their journey becomes a race against time as they are drawn into a world Ben knows only from his motherâ€™s folktales. But this is no bedtime story; these fairy folk have been in our world far too long. It soon becomes clear to Ben that Saoirse is the key to their survival.",93,Family|Animation|Fantasy,Irish Film Board|Digital Graphics|Big Farm|Cartoon Saloon|Super Productions,263,8.0,2014,789855.840039643
1.319416,600896,The Signal,Brenton Thwaites|Laurence Fishburne|Olivia Cooke|Lin Shaye|Beau Knapp,https://www.facebook.com/thesignalfilm,William Eubank,R U Agitated?,hacker|supernatural powers|road trip|independent film|superpower,"Three college students on a road trip across the Southwest experience a detour â€“ the tracking of a computer genius who has already hacked into MIT and exposed security faults. When the trio find themselves drawn to an eerily isolated area, suddenly everything goes dark. When one of the students regains consciousness, he finds himself in a waking nightmare.",95,Thriller|Science Fiction,Automatik Entertainment|Low Spark Films,400,5.8,2014,553479.928044367
1.3155,160602194,Into the Storm,Richard Armitage|Sarah Wayne Callies|Matt Walsh|Nathan Kress|Alycia Debnam-Carey,,Steven Quale,Prepare to go,tornado|student|found footage|disaster movie,"The town of Silverton is in one day destroyed by the unprecedented power of a series of tornadoes. The population is at the mercy of the unpredictable and deadly cyclones, while hunters warn that the worst is yet to come. Most people find shelter, but some just go to the tornado for that one, unique shot.",89,Action|Thriller,New Line Cinema|Village Roadshow Pictures|Broken Road Productions,572,5.7,2014,147929243.62766102
1.240895,151165787,Planes: Fire & Rescue,Dane Cook|Ed Harris|Julie Bowen|Curtis Armstrong|John Michael Higgins,http://movies.disney.com/planes-fire-and-rescue,Roberts Gannaway,"When others fly out, heroes fly in.",firemen|national park|sequel|anthropomorphic car|anthropomorphic vehicles,"When world-famous air racer Dusty learns that his engine is damaged and he may never race again, he must shift gears and is launched into the world of aerial firefighting. Dusty joins forces with veteran fire and rescue helicopter Blade Ranger and his team, a bunch of all-terrain vehicles known as The Smokejumpers. Together, the fearless team battles a massive wildfire, and Dusty learns what it takes to become a true hero.",83,Animation|Comedy|Adventure|Family,Walt Disney Pictures|DisneyToon Studios|Prana Studios|Prana Animation Studios,223,5.9,2014,139237453.588524
1.220073,1625847,'71,Jack O'Connell|Paul Anderson|Sean Harris|Sam Reid|Sam Hazeldine,,Yann Demange,,riot|war|british|survival|soldier,A young British soldier must find his way back to safety after his unit accidentally abandons him during a riot in the streets of Belfast.,99,Thriller|Action|Drama|War,Screen Yorkshire|British Film Institute (BFI)|Creative Scotland|Film4|Warp Films,274,6.6,2014,1497553.12162362
1.214094,17508518,Sabotage,Arnold Schwarzenegger|Sam Worthington|Mireille Enos|Joe Manganiello|Harold Perrineau,,David Ayer,Leave no loose ends,drug cartel|dea,"In ""Sabotage"", Arnold Schwarzenegger leads an elite DEA task force that takes on the world's deadliest drug cartels. When the team successfully executes a high-stakes raid on a cartel safe house, they think their work is done - until, one-by-one, the team members mysteriously start to be eliminated. As the body count rises, everyone is a suspect.",110,Action|Drama|Thriller|Crime,Open Road Films|QED International|Albert S. Ruddy Productions|Crave Films|Roth Films,422,5.4,2014,16126939.242070999
1.196549,645186,Frank,Michael Fassbender|Maggie Gyllenhaal|Domhnall Gleeson|Scoot McNairy|Hayley Derryberry,http://www.magpictures.com/frank/,Lenny Abrahamson,"When you think you've gone far enough, go farther.",identity|musician|music|friendship|mysterious,A comedy about a young wannabe musician (Domhnall Gleeson) who discovers he has bitten off more than he can chew when he joins an eccentric pop band led by the mysterious and enigmatic Frank (Michael Fassbender).,95,Comedy|Drama|Mystery,Element Pictures|Film4|Runaway Fridge Productions,443,6.8,2014,594275.050683035
